,Terrorist_Org,Year,Num_Wounded,Num_Killed,Num_Attacks
4129,Jharkhand Kranti Raksha Dal (Utari Chotanagpur),2016,3.0,0.0,1
4130,Jharkhand Liberation Tigers (JLT),2008,11.0,5.0,3
4131,Jharkhand Liberation Tigers (JLT),2009,0.0,0.0,1
4132,Jharkhand Liberation Tigers (JLT),2011,0.0,3.0,1
4133,Jharkhand Liberation Tigers (JLT),2012,1.0,0.0,1
4134,Jharkhand Liberation Tigers (JLT),2017,0.0,0.0,1
4135,Jharkhand Prastuti Committee (JPC),2014,0.0,0.0,1
4136,Jharkhand Prastuti Committee (JPC),2016,1.0,2.0,2
4137,Jharkhand Prastuti Committee (JPC),2017,0.0,0.0,1
4138,Jharkhand Sangharsh Jan Mukti Morcha,2015,0.0,0.0,1
4139,Jharkhand Sangharsh Jan Mukti Morcha,2017,0.0,0.0,1
4140,Jharkhand Tribal Forces,1992,0.0,0.0,2
4141,Jihad Brigades,1987,0.0,0.0,1
4142,Jihad Islamic League Front,1997,27.0,4.0,1
4143,Jihadi Movement of the Sunna People of Iran,2008,200.0,12.0,1
4144,Jihadi-inspired extremists,1994,9.0,2.0,3
4145,Jihadi-inspired extremists,2002,0.0,1.0,2
4146,Jihadi-inspired extremists,2009,33.0,14.0,3
4147,Jihadi-inspired extremists,2010,1.0,0.0,6
4148,Jihadi-inspired extremists,2011,2.0,2.0,1
4149,Jihadi-inspired extremists,2012,1.0,0.0,1
4150,Jihadi-inspired extremists,2014,16.0,15.0,10
4151,Jihadi-inspired extremists,2015,39.0,31.0,14
4152,Jihadi-inspired extremists,2016,625.0,166.0,38
4153,Jihadi-inspired extremists,2017,121.0,43.0,28
4154,Jihadi-inspired extremists,2018,100.0,30.0,29
4155,Jihadist Soldiers,2006,53.0,32.0,1
4156,Joint Meeting Parties (JMP),2011,12.0,4.0,1
4157,Joint Palestinian leftist organization,1980,0.0,0.0,1
4158,Jonathan Jackson Brigade,1970,2.0,4.0,1
4159,Jordanian Islamic Resistance,1997,2.0,0.0,1
4160,Jordanian Islamic Resistance,2000,1.0,0.0,1
4161,Jordanian Masses Organization,1980,0.0,0.0,1
4162,Jordanian National Liberation Movement,1972,0.0,0.0,1
4163,Jordanian Revolutionary and Military Committee (MOUAB),1983,0.0,0.0,2
4164,Jordanian extremists,2017,2.0,1.0,1
4165,Jorge Eliecer Gaitan Nationalist Movement,1988,0.0,0.0,1
4166,Jorge Eliecer Gaitan Nationalist Movement,1989,0.0,0.0,1
4167,Jorge Martinez Association of Combatants,1991,0.0,0.0,1
4168,Jose Benito Escobar Workers Federation,1992,0.0,0.0,1
4169,Juan Antonio Lavalleja Command,1992,0.0,0.0,1
4170,Juan Rayo Guerilla Group,1982,0.0,0.0,1
4171,Juarez Cartel (Carrillo-Fuentes / Mexico),2008,0.0,0.0,1
4172,July 14 Movement,1979,1.0,0.0,1
4173,Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations),2013,60.0,3.0,1
4174,Junaid Jihadist Battalion,2005,0.0,0.0,1
4175,Jund Al-Tawid,2010,6.0,0.0,1
4176,Jund Ansar Allah,2014,0.0,0.0,1
4177,Jund al-Aqsa,2016,30.0,21.0,5
4178,Jund al-Islam,2014,0.0,2.0,1
4179,Jund al-Khilafa,2014,0.0,1.0,1
4180,Jund al-Khilafah (Tunisia),2015,113.0,88.0,8
4181,Jund al-Khilafah (Tunisia),2016,0.0,4.0,2
4182,Jund al-Khilafah (Tunisia),2017,3.0,4.0,2
4183,Jund al-Khilafah (Tunisia),2018,0.0,4.0,4
4184,Jund al-Sahabah Group,2006,40.0,31.0,1
4185,Jund al-Sham for Tawhid and Jihad,2006,3.0,1.0,1
4186,Jund al-Sham for Tawhid and Jihad,2007,15.0,4.0,2
4187,Jund al-Sham for Tawhid and Jihad,2008,3.0,1.0,3
4188,Jund al-Sham for Tawhid and Jihad,2013,1.0,1.0,1
4189,Jund al-Sham for Tawhid and Jihad,2015,13.0,4.0,2
4190,Jundallah (Iran),2006,8.0,34.0,3
4191,Jundallah (Iran),2007,0.0,19.0,3
4192,Jundallah (Iran),2008,20.0,3.0,3
4193,Jundallah (Iran),2009,28.0,35.0,2
4194,Jundallah (Iran),2010,351.0,70.0,2
4195,Jundallah (Pakistan),2008,0.0,7.0,1
4196,Jundallah (Pakistan),2010,69.0,25.0,2
4197,Jundallah (Pakistan),2012,9.0,8.0,3
4198,Jundallah (Pakistan),2013,181.0,107.0,4
4199,Jundallah (Pakistan),2014,57.0,17.0,6
4200,Jundallah (Pakistan),2015,98.0,89.0,3
4201,Jundallah (Pakistan),2016,0.0,0.0,1
4202,Jundul Khilafah (Philippines),2016,52.0,22.0,2
4203,June 16 Organization,1989,0.0,0.0,1
4204,Just Punishment Brigades,2007,1.0,1.0,1
4205,Justice Army for Defenseless Peoples,1997,0.0,4.0,1
4206,Justice Commandos for the Armenian Genocide,1975,0.0,3.0,2
4207,Justice Commandos for the Armenian Genocide,1976,1.0,1.0,2
4208,Justice Commandos for the Armenian Genocide,1977,1.0,1.0,2
4209,Justice Commandos for the Armenian Genocide,1978,0.0,3.0,3
4210,Justice Commandos for the Armenian Genocide,1979,1.0,2.0,7
4211,Justice Commandos for the Armenian Genocide,1980,12.0,2.0,14
4212,Justice Commandos for the Armenian Genocide,1981,0.0,0.0,1
4213,Justice Commandos for the Armenian Genocide,1982,1.0,8.0,9
4214,Justice Commandos for the Armenian Genocide,1983,7.0,10.0,3
4215,Justice Commandos for the Armenian Genocide,1984,1.0,4.0,3
4216,Justice Guerrillas,1974,0.0,0.0,1
4217,Justice Party,1979,0.0,1.0,1
4218,Justice and Equality Movement (JEM),2006,2.0,13.0,2
4219,Justice and Equality Movement (JEM),2007,11.0,84.0,4
4220,Justice and Equality Movement (JEM),2008,2.0,154.0,4
4221,Justice and Equality Movement (JEM),2009,0.0,0.0,1
4222,Justice and Equality Movement (JEM),2011,0.0,0.0,1
4223,Justice and Equality Movement (JEM),2012,0.0,0.0,3
4224,Justice and Equality Movement (JEM),2013,0.0,10.0,3
4225,Justice and Equality Movement (JEM),2016,0.0,0.0,3
4226,Justice and Equality Movement (JEM),2018,0.0,6.0,2
4227,Justice and Liberty Warriors,1990,0.0,0.0,1
4228,Justicieros de la Frontera,2017,1.0,0.0,1
4229,Juwa Party,2018,1.0,0.0,1
4230,Kabataang Makabayan (KM),1970,0.0,0.0,1
4231,Kabul Government Agents,1980,18.0,17.0,1
4232,Kach,1988,0.0,0.0,1
4233,Kach,1990,0.0,2.0,1
4234,Kach,1991,2.0,2.0,4
4235,Kach,1992,12.0,1.0,2
4236,Kach,1994,0.0,0.0,1
4237,Kach,1995,0.0,1.0,1
4238,Kach,1999,1.0,0.0,1
4239,Kach,2005,12.0,5.0,1
4240,Kachin Independence Army (KIA),1988,145.0,20.0,6
4241,Kachin Independence Army (KIA),1989,0.0,0.0,2
4242,Kachin Independence Army (KIA),1990,15.0,1.0,1
4243,Kachin Independence Army (KIA),1991,4.0,3.0,1
4244,Kachin Independence Army (KIA),1992,15.0,33.0,3
4245,Kachin Independence Army (KIA),2012,0.0,3.0,4
4246,Kachin Independence Army (KIA),2013,4.0,2.0,2
4247,Kachin Independence Army (KIA),2014,4.0,2.0,2
4248,Kachin Independence Army (KIA),2015,6.0,2.0,9
4249,Kachin Independence Army (KIA),2016,1.0,11.0,12
4250,Kachin Independence Army (KIA),2017,0.0,2.0,4
4251,Kachin Independence Army (KIA),2018,0.0,0.0,2
4252,Kachin Insurgents,1989,0.0,36.0,1
4253,Kachin Insurgents,1990,0.0,0.0,1
4254,Kahane Chai,1992,0.0,0.0,1
4255,Kahane Chai,1994,0.0,0.0,1
4256,Kaingang Indians,1996,0.0,0.0,1
4257,Kaitseliit Paramiltary Group,1992,1.0,0.0,1
4258,Kaka-Tribesmen,1994,0.0,5.0,1
4259,Kaka-Tribesmen,1996,14.0,5.0,1
4260,Kalpar Tribesmen,1995,14.0,5.0,2
4261,Kamajor Hunters,1997,0.0,15.0,2
4262,Kamal Boulander Group,1997,1.0,2.0,1
4263,Kamal Udwan Unit of Palestinians,1981,5.0,1.0,1
4264,Kampuchean Peoples National Liberation Army,1989,0.0,3.0,1
4265,Kamtapur Liberation Organization (KLO),2000,0.0,2.0,1
4266,Kamtapur Liberation Organization (KLO),2002,11.0,5.0,1
4267,Kamtapur Liberation Organization (KLO),2004,5.0,4.0,1
4268,Kamtapur Liberation Organization (KLO),2009,12.0,2.0,1
4269,Kamtapur Liberation Organization (KLO),2012,1.0,1.0,1
4270,Kamtapur Liberation Organization (KLO),2013,22.0,10.0,8
4271,Kamtapur Liberation Organization (KLO),2014,0.0,0.0,1
4272,Kamtapur Liberation Organization (KLO),2015,0.0,1.0,1
4273,Kamwina Nsapu Militia,2016,0.0,49.0,2
4274,Kamwina Nsapu Militia,2017,14.0,142.0,19
4275,Kamwina Nsapu Militia,2018,1.0,29.0,5
4276,Kanak Separatists,1984,0.0,0.0,1
4277,Kanak Separatists,1988,4.0,18.0,3
4278,Kanak Socialist National Liberation Front,1984,0.0,0.0,2
4279,Kanak Socialist National Liberation Front,1988,6.0,4.0,3
4280,Kanakas,1984,1.0,1.0,2
4281,Kanglei Yawol Kanna Lup (KYKL),2001,3.0,3.0,1
4282,Kanglei Yawol Kanna Lup (KYKL),2003,1.0,5.0,1
4283,Kanglei Yawol Kanna Lup (KYKL),2006,50.0,5.0,1
4284,Kanglei Yawol Kanna Lup (KYKL),2008,2.0,2.0,3
4285,Kanglei Yawol Kanna Lup (KYKL),2009,1.0,6.0,2
4286,Kanglei Yawol Kanna Lup (KYKL),2010,1.0,0.0,1
4287,Kangleipak Communist Party (KCP),2006,1.0,0.0,1
4288,Kangleipak Communist Party (KCP),2008,5.0,0.0,7
4289,Kangleipak Communist Party (KCP),2009,7.0,1.0,10
4290,Kangleipak Communist Party (KCP),2010,2.0,0.0,6
4291,Kangleipak Communist Party (KCP),2011,0.0,5.0,6
4292,Kangleipak Communist Party (KCP),2012,0.0,0.0,2
4293,Kangleipak Communist Party (KCP),2014,0.0,0.0,2
4294,Kangleipak Communist Party (KCP),2016,2.0,1.0,3
4295,Kangleipak Communist Party (KCP),2017,10.0,0.0,2
4296,Kani Brigade,2016,0.0,1.0,1
4297,Kani Brigade,2017,2.0,5.0,3
4298,Kani Brigade,2018,0.0,0.0,1
4299,Kara clan,2009,10.0,7.0,1
4300,Karabulak Gang,2010,3.0,2.0,1
4301,Karamojong Warriors,2002,2.0,2.0,1
4302,Karamojong Warriors,2008,7.0,2.0,2
4303,Karamyit Singh,1986,0.0,2.0,1
4304,Karbi Longri National Liberation Front (KLNLF),2007,2.0,5.0,2
4305,Karbi Longri North Cachar Liberation Front (KLNLF),2006,2.0,0.0,2
4306,Karbi Longri North Cachar Liberation Front (KLNLF),2008,74.0,6.0,6
4307,Karbi Longri North Cachar Liberation Front (KLNLF),2009,2.0,4.0,7
4308,Karbi National Volunteers (KNV),2000,13.0,15.0,3
4309,Karbi People's Liberation Tigers (KPLT),2011,20.0,7.0,7
4310,Karbi People's Liberation Tigers (KPLT),2012,0.0,0.0,2
4311,Karbi People's Liberation Tigers (KPLT),2013,7.0,7.0,8
4312,Karbi People's Liberation Tigers (KPLT),2014,0.0,1.0,2
4313,Karbi People's Liberation Tigers (KPLT),2017,0.0,0.0,1
4314,Karbi Tribe,2005,6.0,1.0,1
4315,Karen Insurgents,1982,0.0,3.0,1
4316,Karen Insurgents,1983,0.0,0.0,1
4317,Karen Insurgents,1988,46.0,16.0,3
4318,Karen Insurgents,1989,7.0,13.0,1
4319,Karen Insurgents,1990,15.0,2.0,3
4320,Karen Insurgents,1991,1.0,56.0,3
4321,Karen Insurgents,1992,2.0,19.0,2
4322,Karen Insurgents,1994,12.0,12.0,5
4323,Karen Insurgents,1995,2.0,1.0,1
4324,Karen Insurgents,1996,5.0,1.0,1
4325,Karen National Union,1979,62.0,5.0,2
4326,Karen National Union,1982,0.0,0.0,1
4327,Karen National Union,1988,23.0,8.0,8
4328,Karen National Union,1989,47.0,24.0,13
4329,Karen National Union,1990,17.0,18.0,3
4330,Karen National Union,1991,40.0,19.0,11
4331,Karen National Union,1992,42.0,11.0,4
4332,Karen National Union,1994,0.0,4.0,2
4333,Karen National Union,1995,23.0,10.0,3
4334,Karen National Union,1996,39.0,51.0,4
4335,Karen National Union,1997,7.0,5.0,3
4336,Karen National Union,1999,16.0,8.0,2
4337,Karen National Union,2001,5.0,1.0,1
4338,Karen National Union,2002,59.0,12.0,5
4339,Karen National Union,2003,47.0,1.0,1
4340,Karen National Union,2005,162.0,19.0,4
4341,Karen National Union,2007,0.0,10.0,1
4342,Karen National Union,2008,11.0,2.0,4
4343,Karen National Union,2009,13.0,11.0,3
4344,Karen National Union,2010,6.0,1.0,4
4345,Karen National Union,2013,7.0,3.0,9
4346,Karenni National Progressive Party,1991,2.0,2.0,1
4347,Karenni National Progressive Party,1992,5.0,7.0,1
4348,Karenni National Progressive Party,2001,0.0,6.0,1
4349,Karnataka State Farmers Association,1996,0.0,0.0,1
4350,Kashmir Freedom Force,2003,36.0,0.0,1
4351,Kashmiri Hezbollah,1991,0.0,0.0,1
4352,Kashmiri Hezbollah,1992,0.0,3.0,1
4353,Kashmiri Hezbollah,1994,0.0,0.0,1
4354,Kashmiri extremists,1989,0.0,7.0,1
4355,Kashmiri extremists,1990,0.0,58.0,10
4356,Kashmiri extremists,1991,21.0,30.0,17
4357,Kashmiri extremists,1992,35.0,84.0,23
4358,Kashmiri extremists,1994,4.0,31.0,7
4359,Kashmiri extremists,1995,85.0,25.0,11
4360,Kashmiri extremists,1996,29.0,10.0,6
4361,Kashmiri extremists,2000,2.0,0.0,1
4362,Kashmiri extremists,2002,23.0,4.0,1
4363,Kata'ib Hezbollah,2008,15.0,3.0,2
4364,Kata'ib Hezbollah,2011,20.0,6.0,1
4365,Kata'ib Hezbollah,2015,0.0,0.0,1
4366,Kata'ib Hezbollah,2016,600.0,49.0,1
4367,Kata'ib Hezbollah,2017,0.0,0.0,2
4368,Kata'ib Hezbollah,2018,3.0,0.0,1
4369,Kata'ib Sayyid al-Shuhada,2018,0.0,0.0,1
4370,Kata'ib al-Imam Ali,2015,0.0,0.0,1
4371,Kata'ib al-Khoul,2006,1.0,1.0,1
4372,Kata'ib al-Khoul,2008,0.0,1.0,1
4373,Katap Ethic Group,1992,0.0,10.0,1
4374,Katsina Muslim Society,1991,0.0,0.0,1
4375,Katsuhisa Omori,1984,1.0,0.0,2
4376,Kawal ng Pilipinas (Soldier of the Philippines),2006,0.0,0.0,1
4377,Kazakhstan Liberation Army,2016,11.0,10.0,3
4378,Kentavros,1977,0.0,0.0,1
4379,Kenya African National Union (KANU),1992,0.0,0.0,1
4380,Kenya African National Union (KANU),1994,0.0,3.0,1
4381,Kenya African National Union (KANU),1995,1.0,0.0,1
4382,Kenya African National Union (KANU),1997,7.0,2.0,2
4383,Kenyan rebels from Uganda,1995,0.0,2.0,1
4384,Keshet,1988,0.0,0.0,4
4385,Keshet,1989,0.0,0.0,3
4386,Khaled Ibn al-Walid Army,2016,0.0,4.0,1
4387,Khaled Ibn al-Walid Army,2017,0.0,24.0,1
4388,Khaled Ibn al-Walid Army,2018,0.0,16.0,3
4389,Khalid ibn Walid,1985,42.0,23.0,1
4390,Khalid ibn Walid Brigade,2004,0.0,0.0,1
4391,Khalistan Commando Force,1987,1.0,4.0,3
4392,Khalistan Commando Force,1988,0.0,2.0,3
4393,Khalistan Commando Force,1989,66.0,80.0,12
4394,Khalistan Commando Force,1990,50.0,32.0,1
4395,Khalistan Commando Force,1995,0.0,0.0,1
4396,Khalistan Liberation Force,1986,0.0,34.0,1
4397,Khalistan Liberation Force,1987,0.0,9.0,1
4398,Khalistan Liberation Force,1988,97.0,64.0,7
4399,Khalistan Liberation Force,1990,1.0,2.0,1
4400,Khalistan Liberation Force,1992,3.0,16.0,1
4401,Khalistan Liberation Force,1995,47.0,0.0,3
4402,Khalistan Liberation Force,1999,0.0,0.0,1
4403,Khalistan Liberation Force,2010,0.0,0.0,2
4404,Khalistan Liberation Force,2016,1.0,1.0,3
4405,Khalistan Liberation Force,2017,0.0,5.0,4
4406,Khalistan Liberation Force,2018,16.0,3.0,2
4407,Khalistan Zindabad (Long Live Khalistan),1994,64.0,10.0,2
4408,Kharkiv Partisans,2014,11.0,0.0,3
4409,Kharkiv Partisans,2015,9.0,4.0,2
4410,Khasi Students Union,1992,0.0,1.0,2
4411,Khasi Students Union,2013,2.0,2.0,2
4412,Khasi Students Union,2017,0.0,0.0,8
4413,Khmer Bandits,1992,0.0,0.0,1
4414,Khmer Bandits,1994,0.0,0.0,1
4415,Khmer Rouge,1978,0.0,6.0,1
4416,Khmer Rouge,1989,0.0,10.0,2
4417,Khmer Rouge,1991,15.0,16.0,2
4418,Khmer Rouge,1992,82.0,37.0,48
4419,Khmer Rouge,1994,76.0,180.0,30
4420,Khmer Rouge,1995,63.0,19.0,48
4421,Khmer Rouge,1996,71.0,37.0,22
4422,Khmer Rouge,1997,0.0,22.0,2
4423,Khmer Rouge,1998,5.0,34.0,4
4424,Khmer Rouge,1999,0.0,0.0,1
4425,Khmer Serei Guerrillas,1980,0.0,1.0,1
4426,Khomeini loyalists,1982,0.0,0.0,1
4427,Khomeini loyalists,1984,0.0,0.0,1
4428,Khorasan Chapter of the Islamic State,2014,0.0,2.0,2
4429,Khorasan Chapter of the Islamic State,2015,257.0,314.0,78
4430,Khorasan Chapter of the Islamic State,2016,871.0,696.0,88
4431,Khorasan Chapter of the Islamic State,2017,1777.0,1045.0,175
4432,Khorasan Chapter of the Islamic State,2018,1846.0,1170.0,145
4433,Khorasan jihadi group,2011,0.0,3.0,2
4434,Khristos Kasimis,1977,0.0,0.0,1
4435,Khristos Kasimis,1985,0.0,0.0,3
4436,Khristos Kasimis,1986,0.0,0.0,1
4437,Khumbuwan Mukti Morcha,2011,15.0,0.0,2
4438,Khun Sa Guerrillas,1995,3.0,3.0,5
4439,Kidnapping gang,1996,1.0,1.0,1
4440,Kilafah Islamic Movement,2012,10.0,4.0,1
4441,Kilafah Islamic Movement,2015,9.0,3.0,2
4442,Kim Pyongnil Supporters,1994,4.0,3.0,1
4443,King Street,1994,0.0,0.0,1
4444,Kirat Janabadi Workers Party,2008,0.0,0.0,2
4445,Kirat Janabadi Workers Party,2009,1.0,0.0,1
4446,Kirat Janabadi Workers Party,2011,5.0,0.0,2
4447,Kisan Indian Organization,1986,0.0,8.0,7
4448,Kisar Liberation Movement,1986,0.0,0.0,1
4449,Kisii Activists,1997,0.0,4.0,1
4450,Kizilyurtovskiy Group,2016,0.0,3.0,1
4451,Knights Templar (Caballeros Templarios),2012,1.0,0.0,1
4452,Knights of Janzour,2014,2.0,0.0,1
4453,Koetoh Reh,1984,1.0,0.0,1
4454,Kokang,2009,0.0,34.0,1
4455,Kolla Benjo Cruz Command,1992,0.0,0.0,2
4456,Komando Jihad (Indonesian),1981,0.0,4.0,1
4457,Korea Univ. Students,1994,0.0,1.0,1
4458,Korean Youth League,1974,0.0,1.0,1
4459,Koreans,1997,0.0,0.0,2
4460,Korubo Tribe,1997,0.0,1.0,1
4461,Kosovo Liberation Army (KLA),1996,6.0,4.0,10
4462,Kosovo Liberation Army (KLA),1997,1.0,5.0,4
4463,Kosovo Liberation Army (KLA),1998,12.0,16.0,16
4464,Kosovo Liberation Army (KLA),1999,85.0,20.0,23
4465,Kosovo Liberation Army (KLA),2000,0.0,0.0,1
4466,Kosovo Liberation Army (KLA),2008,0.0,0.0,1
4467,Kosovo Liberation Army (KLA),2014,0.0,0.0,1
4468,Kosovo Liberation Army (KLA),2015,1.0,0.0,2
4469,Kotoko Tribal Group,1994,6.0,19.0,2
4470,Kouweikhat Group,2015,0.0,1.0,1
4471,Krause Group,1974,0.0,0.0,2
4472,Krikapi Indians,1994,0.0,0.0,1
4473,Ku Klux Klan,1970,0.0,0.0,3
4474,Ku Klux Klan,1971,1.0,0.0,3
4475,Ku Klux Klan,1973,0.0,1.0,1
4476,Ku Klux Klan,1978,1.0,0.0,1
4477,Ku Klux Klan,1979,19.0,5.0,2
4478,Ku Klux Klan,1980,5.0,0.0,4
4479,Ku Klux Klan,1981,0.0,1.0,3
4480,Ku Klux Klan,1982,0.0,0.0,1
4481,Ku Klux Klan,1983,0.0,0.0,1
4482,Ku Klux Klan,1990,0.0,0.0,1
4483,Ku Klux Klan,1995,0.0,0.0,2
4484,Ku Klux Klan,2008,0.0,0.0,1
4485,Ku Klux Klan,2017,0.0,0.0,3
4486,Kuki Independent Organization (KIO/KIA),2016,0.0,0.0,1
4487,Kuki Liberation Army (KLA),2003,0.0,0.0,1
4488,Kuki Liberation Army (KLA),2008,0.0,0.0,1
4489,Kuki Liberation Army (KLA),2010,0.0,0.0,1
4490,Kuki Liberation Army (KLA),2011,0.0,0.0,1
4491,Kuki National Army (KNA),2007,6.0,6.0,2
4492,Kuki National Army (KNA),2009,2.0,0.0,1
4493,Kuki National Front (KNF),2003,0.0,1.0,1
4494,Kuki National Front (KNF),2008,0.0,0.0,1
4495,Kuki National Front (KNF),2012,0.0,0.0,1
4496,Kuki National Front (KNF),2013,0.0,0.0,4
4497,Kuki National Front (KNF),2014,0.0,0.0,1
4498,Kuki National Front (KNF),2015,0.0,0.0,1
4499,Kuki National Front (KNF),2016,0.0,0.0,4
4500,Kuki National Front (KNF),2017,0.0,2.0,1
4501,Kuki National Front (KNF),2018,0.0,0.0,2
4502,Kuki National Liberation Front (KNLF),2011,0.0,0.0,1
4503,Kuki National Liberation Front (KNLF),2012,0.0,0.0,1
4504,Kuki National Liberation Front (KNLF),2014,0.0,0.0,1
4505,Kuki Revolutionary Army (KRA),2002,0.0,11.0,1
4506,Kuki Revolutionary Army (KRA),2003,12.0,5.0,1
4507,Kuki Revolutionary Army (KRA),2011,0.0,0.0,1
4508,Kuki Revolutionary Army (KRA),2013,0.0,0.0,1
4509,Kuki Revolutionary Army (KRA),2014,0.0,0.0,1
4510,Kuki Revolutionary Army (KRA),2015,1.0,2.0,3
4511,Kuki Tribal Militants,1994,0.0,37.0,1
4512,Kuki Tribal Militants,2012,0.0,0.0,1
4513,Kuki Tribal Militants,2014,0.0,0.0,2
4514,Kuki Tribal Militants,2015,0.0,0.0,3
4515,Kuki Tribal Militants,2018,0.0,0.0,1
4516,Kuki Unification Frontal Organization (KUFO),2016,1.0,1.0,1
4517,Kuki tribesmen,1995,20.0,13.0,1
4518,Kuki tribesmen,1996,4.0,3.0,1
4519,Kuki tribesmen,1997,6.0,42.0,3
4520,Kuna Indians,1981,2.0,1.0,1
4521,Kuna Indians,1992,0.0,0.0,6
4522,Kurdish Democratic Party-Iran (KDP),1989,0.0,11.0,3
4523,Kurdish Democratic Party-Iran (KDP),1990,0.0,4.0,1
4524,Kurdish Democratic Party-Iraq (KDP),1976,0.0,0.0,1
4525,Kurdish Democratic Party-Iraq (KDP),1984,0.0,0.0,1
4526,Kurdish Democratic Party-Iraq (KDP),1988,100.0,40.0,1
4527,Kurdish Democratic Party-Iraq (KDP),1989,0.0,0.0,1
4528,Kurdish Democratic Party-Iraq (KDP),1994,0.0,0.0,1
4529,Kurdish Democratic Party-Iraq (KDP),1995,0.0,0.0,1
4530,Kurdish Democratic Party-Iraq (KDP),1997,0.0,24.0,2
4531,Kurdish Democratic Party-Iraq (KDP),1998,2.0,0.0,1
4532,Kurdish Democratic Party-Iraq (KDP),2016,0.0,1.0,1
4533,Kurdish Dissidents,1991,0.0,0.0,10
4534,Kurdish Independence Group (name unk),1988,1.0,0.0,1
4535,Kurdish Islamic Unity Party,1995,30.0,2.0,1
4536,Kurdish Marxist Separatists,1979,2.0,4.0,1
4537,Kurdish Oppositionists,1982,0.0,8.0,1
4538,Kurdish Peshmerga Guerrillas,1991,0.0,1.0,1
4539,Kurdish Protestors,1991,0.0,0.0,1
4540,Kurdish Protestors,1992,0.0,0.0,1
4541,Kurdish Rebels,1979,20.0,1.0,1
4542,Kurdish Rebels,1984,0.0,3.0,1
4543,Kurdish Rebels,1986,0.0,1.0,1
4544,Kurdish Rebels,1987,0.0,31.0,1
4545,Kurdish Rebels,1989,0.0,0.0,2
4546,Kurdish Rebels,1996,2.0,2.0,1
4547,Kurdish Separatists,1987,7.0,6.0,6
4548,Kurdish Separatists,1991,0.0,0.0,3
4549,Kurdish Separatists,1996,0.0,0.0,1
4550,Kurdish Separatists,2006,0.0,3.0,1
4551,Kurdish Sympathizers,1991,0.0,0.0,1
4552,Kurdish Sympathizers,1992,0.0,0.0,4
4553,Kurdish demonstrators,1992,0.0,0.0,1
4554,Kurdish extremists,1991,0.0,0.0,13
4555,Kurdish extremists,1992,0.0,0.0,1
4556,Kurdish extremists,1996,0.0,0.0,2
4557,Kurdish extremists,2012,4.0,0.0,1
4558,Kurdish extremists,2017,0.0,0.0,2
4559,Kurdish extremists,2018,0.0,0.0,1
4560,Kurdish guerrillas,1981,0.0,1.0,1
4561,Kurdish guerrillas,1984,1.0,3.0,1
4562,Kurdish guerrillas,1988,0.0,1.0,1
4563,Kurdistan Free Life Party,2008,0.0,1.0,1
4564,Kurdistan Free Life Party,2009,0.0,20.0,1
4565,Kurdistan Free Life Party,2010,6.0,20.0,4
4566,Kurdistan Free Life Party,2011,2.0,6.0,3
4567,Kurdistan Free Life Party,2012,4.0,4.0,1
4568,Kurdistan Free Life Party,2013,0.0,1.0,1
4569,Kurdistan Free Life Party,2016,3.0,4.0,3
4570,Kurdistan Free Life Party,2018,8.0,10.0,1
4571,Kurdistan Freedom Hawks (TAK),2004,7.0,1.0,4
4572,Kurdistan Freedom Hawks (TAK),2005,30.0,0.0,2
4573,Kurdistan Freedom Hawks (TAK),2006,34.0,1.0,7
4574,Kurdistan Freedom Hawks (TAK),2012,11.0,2.0,2
4575,Kurdistan Freedom Hawks (TAK),2015,1.0,1.0,1
4576,Kurdistan Freedom Hawks (TAK),2016,494.0,151.0,13
4577,Kurdistan Freedom Hawks (TAK),2017,6.0,4.0,1
4578,Kurdistan National Union,1987,0.0,0.0,2
4579,Kurdistan Workers' Party (PKK),1984,14.0,9.0,3
4580,Kurdistan Workers' Party (PKK),1986,1.0,1.0,1
4581,Kurdistan Workers' Party (PKK),1987,3.0,56.0,6
4582,Kurdistan Workers' Party (PKK),1988,19.0,87.0,22
4583,Kurdistan Workers' Party (PKK),1989,35.0,218.0,84
4584,Kurdistan Workers' Party (PKK),1990,164.0,447.0,122
4585,Kurdistan Workers' Party (PKK),1991,241.0,174.0,80
4586,Kurdistan Workers' Party (PKK),1992,405.0,1056.0,361
4587,Kurdistan Workers' Party (PKK),1994,235.0,916.0,182
4588,Kurdistan Workers' Party (PKK),1995,70.0,157.0,126
4589,Kurdistan Workers' Party (PKK),1996,32.0,76.0,22
4590,Kurdistan Workers' Party (PKK),1997,23.0,102.0,16
4591,Kurdistan Workers' Party (PKK),1998,35.0,27.0,11
4592,Kurdistan Workers' Party (PKK),1999,189.0,98.0,36
4593,Kurdistan Workers' Party (PKK),2000,2.0,4.0,4
4594,Kurdistan Workers' Party (PKK),2001,2.0,7.0,1
4595,Kurdistan Workers' Party (PKK),2003,6.0,11.0,3
4596,Kurdistan Workers' Party (PKK),2004,49.0,17.0,10
4597,Kurdistan Workers' Party (PKK),2005,83.0,25.0,29
4598,Kurdistan Workers' Party (PKK),2006,97.0,26.0,16
4599,Kurdistan Workers' Party (PKK),2007,56.0,16.0,15
4600,Kurdistan Workers' Party (PKK),2008,248.0,34.0,25
4601,Kurdistan Workers' Party (PKK),2009,10.0,5.0,4
4602,Kurdistan Workers' Party (PKK),2010,7.0,13.0,15
4603,Kurdistan Workers' Party (PKK),2011,71.0,25.0,35
4604,Kurdistan Workers' Party (PKK),2012,377.0,230.0,140
